Date,AddressNumberAndStreet,Species,WnvPresent,NumMosquitos,NumEntries,AvgMosquitos,Trap,Address,Block,Street,Latitude,Longitude,AddressAccuracy,Overall Latitude,Overall Longitude,Station,Tmax,Tmin,Tavg,DewPoint,Heat,Cool,CodeSum,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Date_Sprayed
2007-05-29,"1500  N LONG AVE, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T153,"1500 North Long Avenue, Chicago, IL 60651, USA",15, N LONG AVE,41.907645,-87.760886,8,41.908,-87.761,2,88,65,76.0,59,0.0,11.0,BR HZ,0.00,29.44,30.09,5.8,16,7.4,
2007-05-29,"2100  N STAVE ST, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T050,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,41.919343,-87.694259,8,41.919,-87.694,2,88,65,76.0,59,0.0,11.0,BR HZ,0.00,29.44,30.09,5.8,16,7.4,
2007-05-29,"2200  N CANNON DR, Chicago, IL",CULEX PIPIENS/RESTUANS,0,2,1,2.0,T054,"2200 North Cannon Drive, Chicago, IL 60614, USA",22, N CANNON DR,41.921965,-87.632085,8,41.922,-87.632,2,88,65,76.0,59,0.0,11.0,BR HZ,0.00,29.44,30.09,5.8,16,7.4,
2007-05-29,"2200  N CANNON DR, Chicago, IL",CULEX RESTUANS,0,3,1,3.0,T054,"2200 North Cannon Drive, Chicago, IL 60614, USA",22, N CANNON DR,41.921965,-87.632085,8,41.922,-87.632,2,88,65,76.0,59,0.0,11.0,BR HZ,0.00,29.44,30.09,5.8,16,7.4,
2007-05-29,"2200  W 113TH ST, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T086,"2200 West 113th Street, Chicago, IL 60643, USA",22, W 113TH ST,41.688324,-87.676709,8,41.688,-87.677,2,88,65,76.0,59,0.0,11.0,BR HZ,0.00,29.44,30.09,5.8,16,7.4,
2007-05-29,"1700  W 95TH ST, Chicago, IL",CULEX RESTUANS,0,3,1,3.0,T094,"1700 West 95th Street, Chicago, IL 60643, USA",17, W 95TH ST,41.720848,-87.666014,9,41.721,-87.666,2,88,65,76.0,59,0.0,11.0,BR HZ,0.00,29.44,30.09,5.8,16,7.4,
2007-06-05,"4300  N ASHLAND AVE OVERPASS, Chicago, IL",CULEX RESTUANS,0,3,1,3.0,T145,"Chicago, IL, USA",43, N ASHLAND AVE OVERPASS,41.878114,-87.629798,3,41.878,-87.63,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"4200  W 127TH PL, Chicago, IL",CULEX PIPIENS,0,1,1,1.0,T135,"4200 West 127th Street, Alsip, IL 60803, USA",42, W 127TH PL,41.662014,-87.724608,8,41.662,-87.725,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"4200  W 127TH PL, Chicago, IL",CULEX RESTUANS,0,4,1,4.0,T135,"4200 West 127th Street, Alsip, IL 60803, USA",42, W 127TH PL,41.662014,-87.724608,8,41.662,-87.725,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"4200  W 127TH PL, Chicago, IL",CULEX PIPIENS/RESTUANS,0,2,1,2.0,T135,"4200 West 127th Street, Alsip, IL 60803, USA",42, W 127TH PL,41.662014,-87.724608,8,41.662,-87.725,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"4200  N RICHMOND ST, Chicago, IL",CULEX RESTUANS,0,2,1,2.0,T146,"4200 North Richmond Street, Chicago, IL 60618, USA",42, N RICHMOND ST,41.958271,-87.702575,9,41.958,-87.703,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"3800  N CALIFORNIA AVE, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T019,"3800 North California Avenue, Chicago, IL 60618, USA",38, N CALIFORNIA AVE,41.94983,-87.698457,9,41.95,-87.698,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"4100  N OAK PARK AVE, Chicago, IL",CULEX RESTUANS,0,5,1,5.0,T002,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,41.95469,-87.800991,9,41.955,-87.801,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"4100  N OAK PARK AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,3,1,3.0,T002,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,41.95469,-87.800991,9,41.955,-87.801,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"4100  N OAK PARK AVE, Chicago, IL",CULEX PIPIENS,0,1,1,1.0,T002,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",41, N OAK PARK AVE,41.95469,-87.800991,9,41.955,-87.801,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"4000  N AUSTIN AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T142,"4000 North Austin Avenue, Chicago, IL 60634, USA",40, N AUSTIN AVE,41.953067,-87.776792,8,41.953,-87.777,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"4500  N CAMPBELL AVE, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T220,"4500 North Campbell Avenue, Chicago, IL 60625, USA",45, N CAMPBELL AVE,41.963976,-87.69181,9,41.964,-87.692,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"4200  N RICHMOND ST, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T146,"4200 North Richmond Street, Chicago, IL 60618, USA",42, N RICHMOND ST,41.958271,-87.702575,9,41.958,-87.703,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"4900  W BALMORAL AVE, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T025,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",49, W BALMORAL AVE,41.979243,-87.750938,9,41.979,-87.751,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"9100  W HIGGINS AVE, Chicago, IL",CULEX RESTUANS,0,2,1,2.0,T009,"9100 West Higgins Avenue, Chicago, IL 60656, USA",91, W HIGGINS AVE,41.981964,-87.812827,8,41.982,-87.813,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"5300  W AGATITE AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T141,"5300 West Agatite Avenue, Chicago, IL 60630, USA",53, W AGATITE AVE,41.961743,-87.76007,9,41.962,-87.76,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"5300  W AGATITE AVE, Chicago, IL",CULEX RESTUANS,0,2,1,2.0,T141,"5300 West Agatite Avenue, Chicago, IL 60630, USA",53, W AGATITE AVE,41.961743,-87.76007,9,41.962,-87.76,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"5800  N WESTERN AVE, Chicago, IL",CULEX RESTUANS,0,2,1,2.0,T028,"5800 North Western Avenue, Chicago, IL 60659, USA",58, N WESTERN AVE,41.986921,-87.689778,9,41.987,-87.69,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"6500  N OAK PARK AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,2,1,2.0,T143,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",65, N OAK PARK AVE,41.999129,-87.795585,8,41.999,-87.796,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"6500  N OAK PARK AVE, Chicago, IL",CULEX RESTUANS,0,9,1,9.0,T143,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",65, N OAK PARK AVE,41.999129,-87.795585,8,41.999,-87.796,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"7000   W ARMITAGE AVENUE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T151,"7000 West Armitage Avenue, Chicago, IL 60707, USA",70,  W ARMITAGE AVENUE,41.916265,-87.800515,8,41.916,-87.801,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"7000   W ARMITAGE AVENUE, Chicago, IL",CULEX RESTUANS,0,10,1,10.0,T151,"7000 West Armitage Avenue, Chicago, IL 60707, USA",70,  W ARMITAGE AVENUE,41.916265,-87.800515,8,41.916,-87.801,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"7200  N OKETO AVE, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T016,"7200 North Oketo Avenue, Chicago, IL 60631, USA",72, N OKETO AVE,42.011601,-87.811506,8,42.012,-87.812,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"7900  W FOSTER AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T015,"7900 West Foster Avenue, Chicago, IL 60656, USA",79, W FOSTER AVE,41.974089,-87.824812,8,41.974,-87.825,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"7900  W FOSTER AVE, Chicago, IL",CULEX RESTUANS,0,2,1,2.0,T015,"7900 West Foster Avenue, Chicago, IL 60656, USA",79, W FOSTER AVE,41.974089,-87.824812,8,41.974,-87.825,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"8900  S CARPENTER ST, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T159,"8900 South Carpenter Street, Chicago, IL 60620, USA",89, S CARPENTER ST,41.732984,-87.649642,8,41.733,-87.65,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"3700  N KEDVALE AVE, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T218,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",37, N KEDVALE AVE,41.948167,-87.730698,8,41.948,-87.731,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"9300  S DR MARTIN LUTHER KING JR DR, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T162,"9300 South Doctor Martin Luther King Junior Drive, Chicago, IL 60619, USA",93, S DR MARTIN LUTHER KING JR DR,41.725517,-87.614258,8,41.726,-87.614,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"5000  S CENTRAL AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T031,"5000 South Central Avenue, Chicago, IL 60638, USA",50, S CENTRAL AVE,41.801498,-87.763416,9,41.801,-87.763,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"3700  N KEDVALE AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,2,1,2.0,T218,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",37, N KEDVALE AVE,41.948167,-87.730698,8,41.948,-87.731,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"4000  N AUSTIN AVE, Chicago, IL",CULEX RESTUANS,0,3,1,3.0,T142,"4000 North Austin Avenue, Chicago, IL 60634, USA",40, N AUSTIN AVE,41.953067,-87.776792,8,41.953,-87.777,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"3500  W 116TH ST, Chicago, IL",CULEX RESTUANS,0,8,1,8.0,T158,"3500 West 116th Street, Chicago, IL 60655, USA",35, W 116TH ST,41.682587,-87.707973,9,41.683,-87.708,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"3600  N PITTSBURGH AVE, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T011,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",36, N PITTSBURGH AVE,41.944869,-87.832763,8,41.945,-87.833,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"1000  S VINCENNES, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T089,"South Vincennes Avenue, Chicago, IL, USA",10, S VINCENNES,41.723195,-87.64997,5,41.723,-87.65,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"1100  S ASHLAND AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T090,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",11, S ASHLAND AVE,41.868077,-87.666901,9,41.868,-87.667,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"1100  S ASHLAND AVE, Chicago, IL",CULEX RESTUANS,0,7,1,7.0,T090,"University of Illinois at Chicago, 1100 South Ashland Avenue, Chicago, IL 60607, USA",11, S ASHLAND AVE,41.868077,-87.666901,9,41.868,-87.667,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"1100  S STATE ST, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T092,"1100 South State Street, Chicago, IL 60605, USA",11, S STATE ST,41.869216,-87.627561,8,41.869,-87.628,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"1100  W CHICAGO, Chicago, IL",CULEX RESTUANS,0,2,1,2.0,T049,"1100 West Chicago Avenue, Chicago, IL 60642, USA",11, W CHICAGO,41.896282,-87.655232,8,41.896,-87.655,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"1100  W ROOSEVELT, Chicago, IL",CULEX PIPIENS,0,2,1,2.0,T048,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,41.867108,-87.654224,8,41.867,-87.654,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"1100  W ROOSEVELT, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T048,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,41.867108,-87.654224,8,41.867,-87.654,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"1400  N HUMBOLDT DR, Chicago, IL",CULEX RESTUANS,0,3,1,3.0,T033,"1400 North Sacramento Avenue, Chicago, IL 60622, USA",14, N HUMBOLDT DR,41.906638,-87.701431,9,41.907,-87.701,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"1500  N LONG AVE, Chicago, IL",CULEX RESTUANS,0,3,1,3.0,T153,"1500 North Long Avenue, Chicago, IL 60651, USA",15, N LONG AVE,41.907645,-87.760886,8,41.908,-87.761,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"1500  W GRANVILLE AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T149,"1500 West Granville Avenue, Chicago, IL 60660, USA",15, W GRANVILLE AVE,41.994469,-87.667736,8,41.994,-87.668,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"1500  W WEBSTER AVE, Chicago, IL",CULEX PIPIENS,0,1,1,1.0,T045,"1500 West Webster Avenue, Chicago, IL 60614, USA",15, W WEBSTER AVE,41.9216,-87.666455,8,41.922,-87.666,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"1500  W WEBSTER AVE, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T045,"1500 West Webster Avenue, Chicago, IL 60614, USA",15, W WEBSTER AVE,41.9216,-87.666455,8,41.922,-87.666,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"1500  W WEBSTER AVE, Chicago, IL",CULEX RESTUANS,0,2,1,2.0,T045,"1500 West Webster Avenue, Chicago, IL 60614, USA",15, W WEBSTER AVE,41.9216,-87.666455,8,41.922,-87.666,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"1100  W ROOSEVELT, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T048,"1100 Roosevelt Road, Chicago, IL 60608, USA",11, W ROOSEVELT,41.867108,-87.654224,8,41.867,-87.654,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"1800  W FARWELL AVE, Chicago, IL",CULEX RESTUANS,0,2,1,2.0,T150,"1800 West Farwell Avenue, Chicago, IL 60626, USA",18, W FARWELL AVE,42.006858,-87.675919,9,42.007,-87.676,1,64,47,56.0,48,9.0,0.0,RA BR,0.42,29.1,29.79,5.2,5,7.6,
2007-06-05,"3500  W 116TH ST, Chicago, IL",CULEX PIPIENS/RESTUANS,0,3,1,3.0,T158,"3500 West 116th Street, Chicago, IL 60655, USA",35, W 116TH ST,41.682587,-87.707973,9,41.683,-87.708,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"1700  W 95TH ST, Chicago, IL",CULEX PIPIENS/RESTUANS,0,2,1,2.0,T094,"1700 West 95th Street, Chicago, IL 60643, USA",17, W 95TH ST,41.720848,-87.666014,9,41.721,-87.666,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"2800  N FRANCISCO AVE, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T147,"2800 North Francisco Avenue, Chicago, IL 60618, USA",28, N FRANCISCO AVE,41.932094,-87.700117,8,41.932,-87.7,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"2500  W GRAND AVE, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T046,"2500 West Grand Avenue, Chicago, IL 60654, USA",25, W GRAND AVE,41.891118,-87.654491,8,41.891,-87.654,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"2200  W 89TH ST, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T096,"2200 West 89th Street, Chicago, IL 60643, USA",22, W 89TH ST,41.731922,-87.677512,8,41.732,-87.678,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"2200  W 89TH ST, Chicago, IL",CULEX PIPIENS/RESTUANS,0,1,1,1.0,T096,"2200 West 89th Street, Chicago, IL 60643, USA",22, W 89TH ST,41.731922,-87.677512,8,41.732,-87.678,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"2500  S MILLARD AVE, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T152,"2500 South Millard Avenue, Chicago, IL 60623, USA",25, S MILLARD AVE,41.846075,-87.716277,9,41.846,-87.716,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"2200  W 113TH ST, Chicago, IL",CULEX RESTUANS,0,4,1,4.0,T086,"2200 West 113th Street, Chicago, IL 60643, USA",22, W 113TH ST,41.688324,-87.676709,8,41.688,-87.677,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"2200  N CANNON DR, Chicago, IL",CULEX RESTUANS,0,3,1,3.0,T054,"2200 North Cannon Drive, Chicago, IL 60614, USA",22, N CANNON DR,41.921965,-87.632085,8,41.922,-87.632,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
2007-06-05,"2100  N STAVE ST, Chicago, IL",CULEX RESTUANS,0,1,1,1.0,T050,"2100 North Stave Street, Chicago, IL 60647, USA",21, N STAVE ST,41.919343,-87.694259,8,41.919,-87.694,2,63,51,57.0,47,8.0,0.0,RA BR,0.27,29.16,29.78,6.2,3,8.1,
